Pair,Count,RowsInPairTable
"('network', 'architecture')",1,[10443]
"('review', 'require')",1,[10444]
"('trick', 'reduce')",1,[10455]
"('pseudo', 'give')",1,[10457]
"('review', 'start')",1,[10461]
"('estimate', 'return')",1,[10462]
"('dynamic', 'de铿乶e')",1,[10471]
"('input', 'work')",1,[10472]
"('distribution', 'see')",1,[10477]
"('datum', 'perform')",1,[10483]
"('method', 'sample')",1,[10487]
"('variance', 'reduce')",1,[10510]
"('figure', 'architecture')",1,[10511]
"('loss', 'plot')",1,[10513]
"('trick', 'lead')",1,[10515]
"('trace', 'estimate')",1,[10516]
"('memory', 'stay')",1,[10530]
"('quantity', 'compute')",1,[10536]
"('model', 'stand')",1,[10537]
"('铿俥xibility', 'allow')",1,[10539]
"('ability', 'model')",1,[10542]
"('review', 'thank')",1,[10545]
"('signal', 'take')",1,[10555]
"('goal', 'evaluate')",1,[10557]
"('situation', 'depict')",1,[10569]
"('signal', 'begin')",1,[10572]
"('proxy', 'lead')",1,[10578]
"('example', '铿乶d')",1,[10579]
"('kind', 'lead')",1,[10581]
"('agent', 'pass')",1,[10590]
"('bonus', 'base')",1,[10598]
"('network', 'tend')",1,[10599]
"('agent', 'tend')",1,[10601]
"('observation', 'motivate')",1,[10602]
"('method', 'get')",1,[10611]
"('one', 'de铿乶e')",1,[10614]
"('problem', 'use')",1,[10618]
"('error', 'tend')",1,[10619]
"('problem', 'work')",1,[10621]
"('error', 'expect')",1,[10627]
"('zero', 'play')",1,[10630]
"('algorithm', '铿乶d')",1,[10636]
"('process', 'fail')",1,[10641]
"('error', 'cause')",1,[10643]
"('approach', 'tend')",1,[10645]
"('error', 'relate')",1,[10648]
"('coordinate', 'correspond')",1,[10651]
"('error', 'see')",1,[10652]
"('return', 'relate')",1,[10655]
"('return', 'train')",1,[10666]
"('idea', 'use')",1,[10669]
"('lack', 'result')",1,[10675]
"('xperiment', 'follow')",1,[10680]
"('observation', 'translate')",1,[10686]
"('policy', 'figure')",1,[10701]
"('estimate', 'perform')",1,[10702]
"('factor', 'lead')",1,[10705]
"('return', 'improve')",1,[10707]
"('run', 'process')",1,[10708]
"('training', 'report')",1,[10716]
"('size', 'remain')",1,[10718]
"('reward', 'disappear')",1,[10719]
"('part', 'infer')",1,[10728]
"('policy', 'outperform')",1,[10733]
"('performance', 'exceed')",1,[10745]
"('discrepancy', 'explain')",1,[10755]
"('distribution', 'contain')",1,[10756]
"('result', 'run')",1,[10757]
"('difference', 'contribute')",1,[10758]
"('exploration', 'perform')",1,[10763]
"('non', 'make')",1,[10766]
"('step', 'result')",1,[10767]
"('performance', 'list')",1,[10769]
"('analysis', 'notice')",1,[10770]
"('class', 'rely')",1,[10777]
"('number', 'achieve')",1,[10783]
"('access', 'use')",1,[10784]
"('work', 'achieve')",1,[10785]
"('demonstration', 'use')",1,[10786]
"('feature', 'study')",1,[10788]
"('work', 'provide')",1,[10790]
"('铿乶d', 'improve')",1,[10791]
"('equation', 'use')",1,[10793]
"('method', 'bene铿乼')",1,[10798]
"('agent', 'enter')",1,[10799]
"('optimization', 'cope')",1,[10808]
"('function', 'help')",1,[10810]
"('introduction', 'consider')",1,[10813]
"('complexity', 'rule')",1,[10816]
"('agent', 'know')",1,[10817]
"('resource', 'prevent')",1,[10821]
"('agent', 'stand')",1,[10827]
"('learning', 'accelerate')",1,[10831]
"('agent', 'form')",1,[10832]
"('model', 'complement')",1,[10836]
"('agent', 'revisit')",1,[10850]
"('iteration', 'use')",1,[10854]
"('structure', 'consider')",1,[10857]
"('success', 'depend')",1,[10860]
"('operation', 'exploit')",1,[10864]
"('performance', 'rely')",1,[10865]
"('action', 'execute')",1,[10867]
"('optimization', 'de铿乶e')",1,[10868]
"('optimization', 'optimize')",1,[10869]
"('impact', 'let')",1,[10873]
"('convergence', 'enable')",1,[10876]
"('strategy', 'take')",1,[10881]
"('agent', 'consider')",1,[10883]
"('agent', 'cover')",1,[10884]
"('solution', 'generate')",1,[10889]
"('approximate', 'mean')",1,[10894]
"('procedure', 'encourage')",1,[10895]
"('exploration', 'handle')",1,[10901]
"('experience', 'store')",1,[10902]
"('experience', 'discard')",1,[10903]
"('target', 'construct')",1,[10906]
"('approximation', 'accelerate')",1,[10907]
"('procedure', 'summarize')",1,[10908]
"('result', 'wish')",1,[10909]
"('optimization', 'result')",1,[10910]
"('red', 'indicate')",1,[10917]
"('uncertainty', 'observe')",1,[10919]
"('agent', 'illustrate')",1,[10921]
"('domain', 'serve')",1,[10922]
"('function', 'allow')",1,[10931]
"('agent', 'recognize')",1,[10932]
"('approximation', 'study')",1,[10933]
"('learning', 'help')",1,[10934]
"('exploration', 'allow')",1,[10940]
"('agent', 'escape')",1,[10941]
"('function', 'capture')",1,[10945]
"('polo', 'learn')",1,[10952]
"('optimization', 'accelerate')",1,[10954]
"('difference', 'amount')",1,[10955]
"('optimization', 'learn')",1,[10963]
"('optimization', 'aid')",1,[10965]
"('bene铿乼', 'observe')",1,[10971]
"('use', 'help')",1,[10972]
"('horizon', 'make')",1,[10973]
"('horizon', 'mitigate')",1,[10976]
"('approach', 'interpret')",1,[10982]
"('set', 'explore')",1,[10984]
"('importance', 'point')",1,[10987]
"('strategy', 'sample')",1,[10994]
"('approach', 'introduce')",1,[10995]
"('time', 'reduce')",1,[11001]
"('experience', 'require')",1,[11007]
"('line', 'consider')",1,[11011]
"('component', 'enable')",1,[11017]
"('operation', 'perform')",1,[11031]
"('concept', 'de铿乶e')",1,[11035]
"('event', 'imply')",1,[11036]
"('entity', 'satisfy')",1,[11037]
"('composition', 'create')",1,[11038]
"('encoding', 'achieve')",1,[11042]
"('event', 'encode')",1,[11043]
"('structure', 'use')",1,[11044]
"('advantage', 'reuse')",1,[11048]
"('entity', 'find')",1,[11049]
"('input', 'come')",1,[11053]
"('dif铿乧ulty', 'lie')",1,[11056]
"('problem', 'tackle')",1,[11062]
"('concept', 'compose')",1,[11063]
"('process', 'explore')",1,[11067]
"('entity', 'contain')",1,[11070]
"('attention', 'speci铿乪')",1,[11072]
"('existence', 'give')",1,[11073]
"('entity', 'satis铿乪s')",1,[11075]
"('probability', 'give')",1,[11076]
"('procedure', 'differ')",1,[11080]
"('procedure', 'differentiate')",1,[11082]
"('form', 'base')",1,[11084]
"('event', 'contain')",1,[11088]
"('procedure', 'depict')",1,[11090]
"('probability', 'decompose')",1,[11092]
"('concept', 'understand')",1,[11098]
"('term', 'approximate')",1,[11099]
"('approximation', 'come')",1,[11100]
"('equation', 'make')",1,[11101]
"('divergence', 'minimize')",1,[11102]
"('equation', 'encourage')",1,[11103]
"('code', 'infer')",1,[11105]
"('result', 'minimize')",1,[11107]
"('approach', 'infer')",1,[11109]
"('objective', 'correspond')",1,[11112]
"('architecture', 'process')",1,[11121]
"('transfer', 'share')",1,[11130]
"('entity', 'use')",1,[11137]
"('code', 'reuse')",1,[11141]
"('property', 'present')",1,[11142]
"('process', 'base')",1,[11143]
"('process', 'consist')",1,[11146]
"('process', 'achieve')",1,[11147]
"('trajectory', 'train')",1,[11151]
"('concept', 'learn')",1,[11162]
"('function', 'reuse')",1,[11168]
"('composition', 'correspond')",1,[11173]
"('practice', 'offer')",1,[11175]
"('architecture', 'improve')",1,[11180]
"('human', 'generalize')",1,[11185]
"('copyright', 'seek')",1,[11189]
"('choice', 'improve')",1,[11197]
"('environment', 'contribute')",1,[11201]
"('regularization', 'help')",1,[11204]
"('generalization', 'improve')",1,[11209]
"('work', 'create')",1,[11211]
"('al', 'conduct')",1,[11215]
"('reward', 'obtain')",1,[11223]
"('level', 'terminate')",1,[11224]
"('agent', 'die')",1,[11225]
"('level', 'generate')",1,[11229]
"('coinrun', 'mimic')",1,[11230]
"('level', 'vary')",1,[11231]
"('level', 'show')",1,[11232]
"('line', 'denote')",1,[11236]
"('region', 'represent')",1,[11237]
"('set', 'generate')",1,[11238]
"('train', 'draw')",1,[11239]
"('episode', 'sample')",1,[11245]
"('one', 'train')",1,[11270]
"('agent', 'evaluate')",1,[11271]
"('performance', 'serve')",1,[11272]
"('hyperparameter', 'lead')",1,[11275]
"('time', 'increase')",1,[11286]
"('technique', 'employ')",1,[11290]
"('regularization', 'prove')",1,[11294]
"('regularization', 'reduce')",1,[11308]
"('dropout', 'have')",1,[11309]
"('region', 'mask')",1,[11312]
"('method', 'resemble')",1,[11313]
"('normalization', 'know')",1,[11317]
"('worker', 'normalize')",1,[11319]
"('normalization', 'offer')",1,[11322]
"('comparison', 'baseline')",1,[11327]
"('training', 'occur')",1,[11328]
"('selection', 'use')",1,[11329]
"('training', 'proceed')",1,[11333]
"('increase', 'improve')",1,[11335]
"('method', 'offer')",1,[11336]
"('magnitude', 'suggest')",1,[11343]
"('method', 'address')",1,[11344]
"('environment', 'reveal')",1,[11346]
"('level', 'contain')",1,[11355]
"('time', 'run')",1,[11358]
"('maze', 'generate')",1,[11365]
"('environment', 'observe')",1,[11366]
"('figure', 'reveal')",1,[11371]
"('discussion', 'learn')",1,[11372]
"('past', 'present')",1,[11373]
"('performance', 'raise')",1,[11376]
"('investigation', 'leave')",1,[11377]
"('lesson', 'apply')",1,[11382]
"('statistic', 'predict')",1,[11388]
"('theory', 'describe')",1,[11390]
"('parallelism', 'require')",1,[11397]
"('number', 'show')",1,[11398]
"('size', 'achieve')",1,[11399]
"('size', 'employ')",1,[11400]
"('discovery', 'allow')",1,[11402]
"('researcher', 'tend')",1,[11408]
"('size', 'require')",1,[11410]
"('time', 'determine')",1,[11412]
"('time', 'depend')",1,[11415]
"('period', 'remain')",1,[11416]
"('size', 'expect')",1,[11417]
"('rest', 'organize')",1,[11436]
"('optimizer', 'take')",1,[11441]
"('approximation', 'have')",1,[11454]
"('gradient', 'match')",1,[11455]
"('transition', 'lead')",1,[11457]
"('regime', 'occur')",1,[11458]
"('situation', 'show')",1,[11459]
"('approximation', 'form')",1,[11470]
"('equation', 'minimize')",1,[11478]
"('example', 'sample')",1,[11480]
"('equation', 'predict')",1,[11488]
"('loss', 'increase')",1,[11493]
"('term', 'dominate')",1,[11495]
"('scale', 'require')",1,[11496]
"('situation', 'get')",1,[11502]
"('equation', 'reduce')",1,[11504]
"('prediction', 'involve')",1,[11511]
"('size', 'reduce')",1,[11526]
"('component', 'have')",1,[11533]
"('picture', 'say')",1,[11540]
"('paper', 'report')",1,[11541]
"('argument', 'exclude')",1,[11542]
"('hyperparameter', 'tune')",1,[11543]
"('metric', 'appear')",1,[11552]
"('horizon', 'have')",1,[11555]
"('number', 'cancel')",1,[11563]
"('tuning', 'need')",1,[11568]
"('point', 'exhibit')",1,[11569]
"('summary', 'make')",1,[11571]
"('tradeoff', 'control')",1,[11572]
"('size', 'predict')",1,[11573]
"('task', 'range')",1,[11577]
"('rate', 'display')",1,[11587]
"('rate', 'scale')",1,[11588]
"('batch', 'require')",1,[11591]
"('rate', 'follow')",1,[11596]
"('run', 'dataset')",1,[11598]
"('point', 'occur')",1,[11600]
"('batch', 'size')",1,[11629]
"('autoencoder', 'dataset')",1,[11634]
"('curve', 'agree')",1,[11641]
"('hyperparameter', 'batch')",1,[11647]
"('environment', 'feature')",1,[11648]
"('diversity', 'give')",1,[11652]
"('fact', 'suggest')",1,[11660]
"('de铿乶ition', 'have')",1,[11662]
"('size', 'scale')",1,[11665]
"('scale', 'appear')",1,[11666]
"('paper', 'probe')",1,[11676]
"('training', 'apply')",1,[11678]
"('use', 'increase')",1,[11679]
"('review', 'provide')",1,[11680]
"('scale', 'study')",1,[11687]
"('loss', 'tend')",1,[11695]
"('question', 'address')",1,[11698]
"('theory', 'predict')",1,[11704]
"('scale', 'measure')",1,[11711]
"('formula', 'characterize')",1,[11713]
"('size', 'represent')",1,[11717]
"('argument', 'suggest')",1,[11721]
"('quantity', 'provide')",1,[11722]
"('curve', 'provide')",1,[11723]
"('quantity', 'vary')",1,[11724]
"('classi铿乧ation', 'have')",1,[11728]
"('rate', 'optimize')",1,[11732]
"('treatment', 'focus')",1,[11734]
"('ratio', 'provide')",1,[11748]
"('value', 'follow')",1,[11753]
"('performance', 'reach')",1,[11775]
"('parameter', 'affect')",1,[11779]
"('metric', 'use')",1,[11797]
"('rate', 'choose')",1,[11806]
"('schedule', 'decay')",1,[11816]
"('datum', 'summarize')",1,[11823]
"('terminology', 're铿俥ct')",1,[11833]
"('training', 'explore')",1,[11834]
"('de铿乶ition', 'obtain')",1,[11836]
"('one', 'show')",1,[11837]
"('scale', 'grow')",1,[11842]
"('noise', 'depend')",1,[11844]
"('de铿乶ition', 'motivate')",1,[11846]
"('matrix', 'give')",1,[11858]
"('scale', 'expect')",1,[11861]
"('analysis', 'base')",1,[11865]
"('result', 'rely')",1,[11871]
"('optimizer', 'approach')",1,[11872]
"('gradient', 'point')",1,[11874]
"('one', 'see')",1,[11875]
"('theory', 'consider')",1,[11881]
"('number', 'write')",1,[11884]
"('size', 'appear')",1,[11897]
"('size', 'optimize')",1,[11900]
"('one', 'optimize')",1,[11904]
"('analysis', 'predict')",1,[11915]
"('schedule', 'warm')",1,[11916]
"('noise', 'bene铿乼')",1,[11919]
"('curve', 'include')",1,[11927]
"('gradient', 'exhibit')",1,[11928]
"('step', 'tend')",1,[11936]
"('size', 'decrease')",1,[11937]
"('phenomenon', 'occur')",1,[11941]
"('direction', 'dominate')",1,[11942]
"('search', 'appear')",1,[11944]
"('rule', 'motivate')",1,[11945]
"('rule', 'mean')",1,[11947]
"('difference', 'provide')",1,[11958]
"('construction', 'rely')",1,[11972]
"('de', 'nition')",1,[11977]
"('classi', 'require')",1,[11978]
"('er', 'output')",1,[11981]
"('state', 'raise')",1,[11982]
"('er', 'learn')",1,[11985]
"('answer', 'give')",1,[11986]
"('consist', 'have')",1,[12005]
"('correspond', 'learn')",1,[12008]
"('result', 'strengthen')",1,[12026]
"('function', 'exist')",1,[12028]
"('perturbation', 'exist')",1,[12032]
"('distribution', 'learn')",1,[12039]
"('cryptography', 'arise')",1,[12043]
"('task', 'satisfy')",1,[12048]
"('emergence', 'attribute')",1,[12054]
"('policy', 'diverge')",1,[12061]
"('cheetah', 'evolve')",1,[12063]
"('specie', 'evolve')",1,[12064]
"('success', 'inspire')",1,[12065]
"('benchmark', 'de铿乶e')",1,[12068]
"('life', 'involve')",1,[12069]
"('game', 'involve')",1,[12071]
"('platform', 'simulate')",1,[12072]
"('agent', 'organize')",1,[12075]
"('specie', 'diverge')",1,[12076]
"('project', 'consider')",1,[12079]
"('platform', 'provide')",1,[12083]
"('result', 'bring')",1,[12088]
"('game', 'limit')",1,[12092]
"('multiplayer', 'analog')",1,[12095]
"('mmo', 'require')",1,[12097]
"('player', 'attain')",1,[12098]
"('platform', 'include')",1,[12101]
"('detail', 'show')",1,[12103]
"('server', 'contain')",1,[12104]
"('order', 'remain')",1,[12106]
"('tile', 'have')",1,[12110]
"('food', 'have')",1,[12111]
"('environment', 'make')",1,[12116]
"('competition', 'mandate')",1,[12120]
"('developer', 'aim')",1,[12122]
"('player', 'aim')",1,[12123]
"('size', 'vary')",1,[12129]
"('exploration', 'spread')",1,[12132]
"('count', 'magni铿乪s')",1,[12133]
"('population', 'spread')",1,[12135]
"('environment', 'process')",1,[12140]
"('agent', 'server')",1,[12141]
"('observation', 'require')",1,[12144]
"('action', 'consist')",1,[12146]
"('option', 'label')",1,[12147]
"('action', 'ignore')",1,[12149]
"('architecture', 'preprocesse')",1,[12150]
"('type', 'include')",1,[12152]
"('experiment', 'present')",1,[12157]
"('server', 'undergo')",1,[12172]
"('tournament', 'form')",1,[12174]
"('population', 'compete')",1,[12181]
"('competition', 'incentivize')",1,[12186]
"('coverage', 'increase')",1,[12188]
"('presence', 'provide')",1,[12191]
"('mmo', 'reward')",1,[12192]
"('presence', 'force')",1,[12194]
"('entity', 'compete')",1,[12195]
"('size', 'explore')",1,[12197]
"('population', 'learn')",1,[12198]
"('game', 'create')",1,[12203]
"('competition', 'produce')",1,[12205]
"('mmo', 'mirror')",1,[12209]
"('base', 'use')",1,[12215]
"('map', 'randomize')",1,[12216]
"('population', 'explore')",1,[12217]
"('map', 'correspond')",1,[12220]
"('insight', 'detail')",1,[12222]
"('size', 'hold')",1,[12232]
"('experiment', 'have')",1,[12234]
"('formation', 'occur')",1,[12236]
"('term', 'predict')",1,[12253]
"('work', 'advocate')",1,[12254]
"('model', 'aim')",1,[12255]
"('network', 'tune')",1,[12257]
"('process', 'develop')",1,[12259]
"('aes', 'bind')",1,[12263]
"('ebm', 'avoid')",1,[12264]
"('overview', 'present')",1,[12269]
"('generation', 'allow')",1,[12273]
"('model', 'include')",1,[12279]
"('strategy', 'study')",1,[12283]
"('community', 'know')",1,[12284]
"('dif铿乧ulty', 'come')",1,[12286]
"('method', 'connect')",1,[12288]
"('mode', 'visit')",1,[12294]
"('initialization', 'come')",1,[12295]
"('sample', 'challenge')",1,[12306]
"('method', 'mix')",1,[12307]
"('procedure', 'de铿乶e')",1,[12309]
"('function', 'oppose')",1,[12312]
"('objective', 'know')",1,[12319]
"('dynamic', 'place')",1,[12325]
"('difference', 'preserve')",1,[12338]
"('form', 'serve')",1,[12340]
"('exploration', 'take')",1,[12362]
"('dynamic', 'know')",1,[12369]
"('lack', 'indicate')",1,[12372]
"('image', 'move')",1,[12374]
"('ebm', 'condition')",1,[12379]
"('test', 'mask')",1,[12381]
"('datum', 'assign')",1,[12397]
"('metric', 'correlate')",1,[12402]
"('procedure', 'eliminate')",1,[12409]
"('ebm', 'have')",1,[12411]
"('network', 'stop')",1,[12429]
"('ebm', 'work')",1,[12437]
"('detail', 'cover')",1,[12438]
"('training', 'obtain')",1,[12446]
"('class', 'see')",1,[12448]
"('sample', 'condition')",1,[12449]
"('objective', 'algorithm')",1,[12450]
"('summation', 'allow')",1,[12454]
"('scale', 'work')",1,[12458]
"('latent', 'learn')",1,[12459]
"('model', 'ignore')",1,[12470]
"('shape', 'match')",1,[12472]
"('method', 'decompose')",1,[12491]
"('architecture', 'make')",1,[12493]
"('network', 'model')",1,[12498]
"('simplicity', 'lead')",1,[12507]
"('work', 'involve')",1,[12508]
"('model', 'transform')",1,[12518]
"('portion', 'compute')",1,[12519]
"('length', 'grow')",1,[12521]
"('transformer', 'separate')",1,[12523]
"('highlight', 'denote')",1,[12525]
"('layer', 'learn')",1,[12526]
"('layer', 'show')",1,[12528]
"('row', 'indicate')",1,[12529]
"('sparsity', 'lead')",1,[12531]
"('connectivity', 'preserve')",1,[12532]
"('head', 'compute')",1,[12533]
"('factorization', 'match')",1,[12535]
"('form', 'introduce')",1,[12537]
"('layer', 'map')",1,[12542]
"('attention', 'de铿乶e')",1,[12543]
"('element', 'attend')",1,[12544]
"('criterion', 'allow')",1,[12548]
"('technique', 'extend')",1,[12553]
"('pattern', 'visualize')",1,[12555]
"('datum', 'have')",1,[12556]
"('network', 'fail')",1,[12558]
"('coordinate', 'correlate')",1,[12559]
"('pattern', 'use')",1,[12563]
"('dimension', 'reduce')",1,[12581]
"('function', 'denote')",1,[12586]
"('sequence', 'process')",1,[12595]
"('kernel', 'compute')",1,[12598]
"('position', 'aggregate')",1,[12601]
"('number', 'perform')",1,[12606]
"('matrix', 'initialize')",1,[12617]
"('pattern', 'converge')",1,[12620]
"('error', 'stop')",1,[12624]
"('attention', 'reach')",1,[12630]
"('loss', 'stop')",1,[12636]
"('pattern', 'show')",1,[12639]
"('attention', 'fail')",1,[12642]
"('network', 'incorporate')",1,[12645]
"('music', 'train')",1,[12651]
"('sample', 'demonstrate')",1,[12658]
"('quality', 'degrade')",1,[12659]
"('conclusion', 'introduce')",1,[12660]
"('robustness', 'imply')",1,[12670]
"('researcher', 'study')",1,[12673]
"('robustness', 'challenge')",1,[12676]
"('copyright', 'focus')",1,[12678]
"('researcher', 'continue')",1,[12679]
"('result', 'provide')",1,[12683]
"('training', 'demonstrate')",1,[12685]
"('robustness', 'transfer')",1,[12686]
"('set', 'encompass')",1,[12687]
"('robustness', 'fail')",1,[12689]
"('work', 'believe')",1,[12691]
"('study', 'provide')",1,[12692]
"('attack', 'attempt')",1,[12694]
"('al', 'choose')",1,[12697]
"('compression', 'apply')",1,[12703]
"('attack', 'impose')",1,[12704]
"('attack', 'allow')",1,[12706]
"('attack', 'differ')",1,[12709]
"('experiment', 'measure')",1,[12710]
"('result', 'draw')",1,[12727]
"('strength', 'increase')",1,[12728]
"('strength', 'use')",1,[12731]
"('range', 'cause')",1,[12735]
"('attack', 'perceive')",1,[12736]
"('result', 'reveal')",1,[12737]
"('attack', 'evaluate')",1,[12738]
